,6m,3m,1m
AAL,-10.934107045622714,-24.354243434222223,28.39248735585133
AAPL,-5.955396243642363,-9.988930014496379,5.278103630419656
ABNB,2.5555325947615457,-1.7577577181921527,21.93075566449856
ACAD,-2.604751350210597,-9.947641783157234,15.746979544583922
ACGL,-3.5405792600932364,5.8463583818526565,0.5922207452325322
ACHC,-34.00293793369754,-34.73836886940798,2.0841271585058068
ACIW,-15.255988157537992,-4.765593055743281,-5.697297448397128
ACLX,-43.47952515050029,-7.999682123616679,-3.399667102815835
ACVA,-15.946344849973713,-21.192358558811947,17.991631075683433
ADBE,-19.665238178139795,-14.123955071710636,13.248408352342137
ADI,1.2534180364087544,10.986321197582727,26.920484282849756
ADMA,-12.11318115300148,25.505043997860493,-4.925876107899561
ADP,2.201154750584642,1.0377338858202583,2.1985690862476797
ADSK,-2.7981371453340245,-0.09081977084920438,13.92352403064751
AEP,5.173955955583875,-1.8582551812254746,-5.753355482456995
AFRM,16.049912129826428,-28.707380364928266,32.27072153345222
AGNC,1.2042890106339916,-7.491133652318557,8.905320253588387
AKAM,-11.670582952482542,-21.88798303142894,6.459879726173165
AKRO,16.139324921510806,-19.0736257425408,6.409574322378861
ALAB,-11.621350010948527,0.29714529854910715,47.71924316046481
ALGM,21.030831988475505,7.654518659537571,19.491135681813002
ALGN,-13.64563833271413,-7.2659970950784425,14.974039236150267
ALHC,2.7798106241411173,-3.23691633754395,-26.555144761585897
ALKS,6.860705129459138,-7.940298051976447,11.98256763746138
ALKT,-17.63928858261177,-5.255157141897013,26.788618091046434
ALNY,-3.8099728231516035,0.33839446736348244,11.18703031509041
AMAT,-9.474355125083234,-4.124856141129315,19.719089628943156
AMD,-23.98783277851983,0.6623682918761017,19.005290036479
AMGN,-15.514263351723203,-7.600155978913653,-7.9851660820890835
AMKR,-25.04759225846381,-7.844122225366565,18.080092918659105
AMZN,1.5323290199045918,-7.670466133925421,16.060839437854533
APA,-12.895500675399536,-16.125970034032814,23.4383024095283
APLS,-42.361571212497346,-39.38968590698173,-10.605272866796318
APP,27.616286900792254,-2.687211039094949,56.77553040239456
ARCC,5.777341662505138,-2.7552166165283873,8.791209733460896
ARM,-14.103604573456929,-18.486585599340202,20.578720016173794
ARWR,-30.19643600265722,-17.71674752784195,23.824955786299054
ASML,14.671381644077172,1.3093184102133846,13.851214379247278
ASO,-9.004083194386382,-11.339765513165775,24.93959977322777
ASTS,20.736696286516207,-3.8391935887665247,15.888255844137896
ATAT,11.56309487906691,1.2303506751042832,24.24496916799757
AUR,30.481283377006573,13.488378110438445,21.393033448899786
AVDX,-3.4756647309066255,-2.0161270940217118,25.419358284242694
AVGO,27.285951134234615,-1.3652271412294672,30.309484959407566
AVPT,34.251170652809584,3.307490320575521,37.86206738702182
AVT,-6.218779113478816,5.943689598952206,13.232430122994089
AZN,6.50845143179068,-7.715571031605055,-0.4264092139659759
BBIO,22.775925190815833,4.100148755280431,-4.562410967588973
BCRX,29.30591450285468,14.57859596326377,42.897734007497995
BGC,-18.241379477306488,-1.0655527967414677,9.239765429585653
BHF,18.352802941614286,2.205500194582817,18.376235206528467
BIDU,2.3943314695804045,-2.4105421987108335,6.8629735109455945
BIIB,-28.825700161432422,-7.696911921914518,3.27016724469277
BILI,-18.548032340662086,-1.761878973685513,8.171660029071088
BKR,-10.256276447013438,-17.21514095743229,1.6145271605551192
BMRN,-10.86924250588585,-9.231706308394813,0.1843482717061843
BPMC,-1.4132728611326129,-4.012165775637448,20.447110444200312
BRKR,-32.7634228895538,-24.913488055573485,-3.077306741735173
BSY,-0.6207300348428763,4.645134701584278,11.953486952670785
BTDR,61.049109863174344,-10.705442812942682,83.35451734445202
BTSG,18.75319434606108,7.24503779093998,35.90642837822388
BULL,21.864114363831085,20.075527797056534,-77.75834748531403
BZ,18.670246265090583,10.853202894934105,21.526823402013406
CAKE,16.812740896536557,5.1137797198855495,14.449876267915945
CAR,14.416354992825331,27.228141085482445,49.1584767491804
CARG,-3.562199452879724,-14.558414577289028,24.333332203052663
CART,-7.14585029376046,-11.820892789470616,6.004789909194689
CCCS,-20.683608135301732,-16.819852063026303,1.3437836669449017
CCEP,14.138354908024734,7.371913066709161,-0.6480214879002191
CDNS,5.779254327671162,8.369330688926182,22.298129662228874
CDW,-3.9420534720143037,1.259922479024656,25.662307745449137
CEG,22.2057014539463,-6.926182660150819,41.03531365153753
CELH,31.245677528852276,78.24247688572285,1.5800753887972332
CFLT,-12.754713814213591,-38.59229773645094,7.534887624341388
CG,-10.940739049173132,-7.344446326485123,25.635422325768474
CGNX,-26.01339949149219,-19.27038355660445,29.284252040862974
CHA,,,
CHDN,-32.11792724939128,-18.6435075525641,-3.208031930839638
CHRW,-10.223483526996672,-0.6742786719947398,4.232971653624342
CHTR,4.4245799715047305,15.954988637676228,20.77849948723475
CHX,-14.119572989520604,-9.634541050055356,7.271244770958435
CLBT,8.113918212565338,-19.261634118639993,5.616806535567898
CLSK,-26.30803076720676,-4.942969915746685,28.534700903900585
CMCSA,-19.37905895280178,0.5887980573987663,1.8740830484691058
CME,23.062101823133176,8.317353493359422,1.7634320047904113
COIN,-5.111914322634634,-6.547835721952774,45.48646009318594
COLB,-13.847141771491092,-4.627394869177311,19.561160220044986
COLM,-17.162688381706133,-13.320885084736322,1.5988070360746671
COO,-21.19517866387425,-11.130432460619055,3.8090400185755797
CORT,18.43959420324733,0.6272199607143288,4.686335486301769
CORZ,-39.622639599708684,-15.301905360801257,45.042490851446786
COST,6.106908876820273,-6.082721710274682,2.1455350844944814
CPRT,11.172488555058312,5.709926983644179,4.278785693208832
CPRX,-1.1700822527150028,4.185016844324563,3.728071973301134
CRDO,23.062499364217125,-17.210930682431442,51.07417391312832
CROX,18.716681651811314,35.38219031555615,32.44493182195145
CRSP,-27.89616042066017,-14.041566105048659,-4.096882495041926
CRWD,33.38181796661736,1.2815514947525466,16.252048790406718
CRWV,,,45.0584669483297
CSCO,7.847512221303991,-0.5397911006291104,7.6119124603721
CSGP,-2.8556649462491945,2.6068018965715622,-5.469632265672156
CSX,-14.540386047219132,-6.851347214625515,8.029714966418656
CTAS,-4.250043543164455,5.438864644645188,2.7239799861053444
CTSH,1.9402603422909135,-7.415176086562754,14.771924085744011
CYTK,-47.20593161085956,-27.43006071862095,-23.10977253347155
CZR,-25.26934293894775,-14.269657960941357,20.727846632877124
DASH,15.402572984464344,-1.5381533910492151,8.770963108553799
DBX,9.837277209131459,-6.896548219119322,11.069562517417753
DDOG,-5.73724352329065,-20.784657667940962,27.677406470786302
DJT,-17.518019991595953,-13.506410020155341,39.03855927370422
DKNG,-6.105159974406452,-17.07746161103972,10.07888054068626
DLTR,39.57010144510622,19.47309957721412,16.280016482224937
DNLI,-54.51355644221747,-31.508163122467174,7.460435093948775
DOCU,13.80700360757538,2.321888550351973,20.0371960850644
DRS,11.389705650175792,21.22991294595257,14.478871520136444
DUOL,62.58068407021516,33.49577793265727,62.690176669743614
DXCM,20.22584578480854,0.2861545915226668,24.81080482584398
EA,-5.359144310216127,13.802933332152836,2.4467337172465635
EBAY,12.742890746993698,2.272032495122866,4.691991052580467
EBC,-12.971419877519802,-14.050996018265877,8.575378754128055
ENPH,-31.793721932182322,-25.34358333519013,-16.351967541156597
ENTG,-20.65944538992892,-22.756062337118838,14.270137975726843
ERIC,4.344187186902975,9.674671443576191,13.422819135597258
ETSY,-12.267868593235427,-11.403675607804326,7.147763626159332
EVRG,5.759479011194785,-1.514099717138939,-4.187001560871035
EXAS,4.254076624286328,6.6150139178858,21.288131455243644
EXC,14.817522005456324,2.021357020244364,-7.482770153286336
EXE,23.737276946430416,9.374222075316759,9.891178086172427
EXEL,1.9310365874191808,12.652443970760343,3.38555967444645
EXLS,2.471027945389684,-8.06356780835656,3.05695920899943
EXPD,-3.376491531009493,3.845458040219908,2.909410457873964
EXPE,-6.104524840677692,-16.230464799659483,13.495945832779904
EXTR,-4.17661547362732,3.4793749500734306,35.527417290686195
FA,-3.517314040212442,-9.44642234587214,18.787472697022693
FANG,-18.66499458086274,-5.312276146552216,14.517391779931058
FAST,-2.9585535865605483,9.121735715769963,-1.1059203918843632
FIBK,-11.117080643738372,-10.392240138863224,16.00132266708162
FITB,-13.192101545795213,-8.336332228782053,13.9595434799434
FIVE,17.860458831864342,15.978560774940432,59.9905604850067
FIVN,-23.248233397312223,-31.40776770494021,21.915443730912116
FLEX,4.390118021537577,-2.6970469488052706,36.54159541594109
FOX,23.54065623358616,-0.20699665846654342,10.947004377290455
FOXA,24.454212085251033,1.4745475796036989,11.528372783963514
FROG,35.6270089639865,14.216084366682788,34.93282148540967
FRPT,-50.58485198681727,-41.24933527615522,-4.837518966662156
FRSH,-2.7980594700610664,-10.224717824902388,26.025229949825302
FSLR,-1.2014575672990282,20.799448563277412,45.96984162873572
FTAI,-24.632977501651414,3.0078870957832557,18.915915939735868
FTDR,-7.056000984674051,-6.025973233309659,34.59821643979373
FTNT,14.135160807061284,-2.460532935537494,8.466705944066494
FUTU,21.66849607825056,-2.9962881390680347,31.761662588737792
FWONK,18.453047233681666,-4.380572945592739,22.920124834744236
FYBR,6.057971456776494,2.43560722887243,2.007251859890961
GBDC,2.312152648229778,-3.66686605908202,8.460976252257499
GDS,17.794059590800153,-20.59250679565654,34.01961109721635
GEHC,-14.011118344201629,-14.006350188079669,14.72052874804305
GEN,-0.5944869902788131,6.563615277545731,18.052741711177273
GFS,-9.731693551262012,-8.840409969157449,17.944150157183433
GGAL,16.07209508533454,7.540025919452691,1.6929853660438914
GH,44.56483651869215,-8.858528786126877,-8.414524468335014
GILD,6.658806028607171,-1.1306886097401194,-4.760563093731661
GLBE,5.8426971215084444,-31.25202806592683,31.116600645938064
GLNG,6.517791404034957,-0.2722603539289111,8.496728834871817
GLPI,-4.76697603582096,-3.6055487476354995,-5.058849365065187
GMAB,-16.33449077220927,-1.9299190340698567,-0.05176101987473102
GNTX,-22.487746921578893,-4.534079215386027,8.634444855470676
GOOG,-10.343589372945994,-13.135251926698425,-0.3592009826406824
GOOGL,-10.346639614767696,-13.014693212697692,0.2891754786561139
GRAB,18.91253397464737,0.6000041961669922,26.381914213641018
GT,13.013015220413326,37.181052124156125,19.47090147857871
GTLB,-11.801651883716426,-23.542054864080573,25.819384113031614
GTX,55.99132681817658,30.17428553382074,32.04419400453949
HALO,-17.62873086372241,-13.560490423934898,-18.178856423468062
HAS,,,
HBAN,-5.093795293477829,-1.9943407204172754,22.35741915851257
HOLX,-27.47587940248552,-10.089721345156073,-2.9231835762112524
HON,0.4455383688709327,7.013268171264738,8.973783381125156
HOOD,104.87884027211007,11.912001190463926,41.75351282287947
HQY,-1.8518537104898771,-15.299977247068519,16.350764339756267
HSAI,310.29085041190945,0.6586215354324567,41.73107223582023
HSIC,3.7352954640107994,-8.626938207238478,7.5140988558350275
HST,-9.725992540805478,-1.9986267817412022,14.368654094913575
HTHT,5.816855990183585,16.698175937248184,12.857142532763824
IAC,-11.596272844043575,8.92056007158971,14.534718479836872
IBB,-19.58990174254498,-11.687931899246799,-0.6400700356837491
IBKR,19.76851621536467,-11.80302860666347,17.220644164503483
IBRX,-54.93716493522848,-22.53086471990048,-13.148792409940684
ICLR,-34.63452738999941,-24.68235328763795,-4.259233859910928
IEF,1.3450718884291974,2.514705964614181,-0.2904602457864222
ILMN,-46.852865842832756,-22.467892933892994,6.981089346657093
IMVT,-54.25774671368182,-27.055145896793782,-9.138041604180296
INCY,-27.06883739937009,-11.933383510917933,2.6849039510523207
INSM,-10.647269150905666,-17.44974831144531,-7.4897927442663
INTC,-13.893134316797203,0.3558715539817855,11.078286849652558
INTR,12.122774586029204,36.37703891573913,27.10950997321579
INTU,-3.679819192857223,14.119957440224418,10.656221262034919
IONS,-16.99413136205917,5.479891758584089,13.423983379199258
IRDM,-12.255510090835159,-6.959340343111046,5.509869117609691
ISRG,5.126293107322546,-4.352024860846134,15.061311608920725
JAZZ,-16.74621539198398,-24.01801402312432,1.140052739173833
JBHT,-22.87579120149034,-10.227165691229132,7.236252626130632
JD,-0.004761744330375351,-2.4467768076044822,-2.435831057470442
KC,241.07577723288026,-22.543033692503,-0.6763991919740616
KDP,2.0271241718562303,5.158132998106863,-7.3648762835212125
KHC,-14.236576536579951,-2.350167505533225,-7.4161045001779975
KLAC,16.365914028784264,6.281778514431472,18.79637285515581
KTOS,30.073160078699985,8.932597645823751,2.3946561401532884
LBTYA,-54.735791797392785,-17.30418668253692,-13.606092045993416
LBTYK,-54.69129881820417,-17.885468003681602,-14.49541265139143
LCID,19.909504507945055,-7.665498221746233,4.743087957892075
LEGN,-22.35822914943398,-13.35377516256598,-3.2077255280819212
LFST,-20.244568219102003,-25.31806888234165,-14.306569820690433
LI,18.224099515694736,6.3117866751605325,17.23269868874382
LIN,-1.2917283611954649,-1.3927623658891475,1.040292056842898
LINE,-29.550020614578692,-16.886358966079307,-14.248891581836704
LION,3.6927621965190323,-17.89473889680519,12.680577197983936
LITE,-11.138934416049226,-5.9454670687909035,42.30328737142882
LIVN,-14.662017312060774,-7.534102912122988,24.252686155832862
LKQ,11.310345718348506,11.14309524142975,-0.14237674291112642
LNT,6.471005723180004,0.5470279194351226,-1.3724890605236586
LNTH,-9.771432059151785,-3.8367863391274293,-22.696564112949705
LNW,-13.801143971695682,-6.12828186897226,12.65083025503961
LOGI,9.521407321547361,-13.36919559288826,18.361232665895454
LRCX,9.680118370121791,4.826878654119712,25.62628828947537
LSCC,2.4757057015209543,-9.167749264762373,27.87185375865083
LULU,0.6741602374145529,-21.39640083181174,19.575752107423376
LYFT,-4.218222559256267,28.528307069022702,56.52573995878689
MAR,-1.9328133735266344,-5.404205780934825,22.663209946908648
MARA,-14.961034601384943,0.8004991991836923,26.40927475165989
MAT,0.6138150583960905,-9.438302494789259,29.06824390884325
MBLY,2.9787218747253474,1.3157968285764643,30.9119094542956
MCHP,-13.270203868169798,16.560164381840917,60.23661915007409
MDB,-32.45759615051761,-33.016481016147935,23.955961920224645
MDLZ,-1.6586169508544468,6.5812980898690085,-6.090781077940685
META,11.50495119555814,-9.480041455063988,23.43457014472595
MGNI,19.8383532503653,-20.4778191909773,68.49172470812444
MIDD,6.841997199455899,-9.200485693430144,13.64566712173508
MKSI,-19.42647372979814,-15.89965581234619,36.273357360131584
MLCO,-8.052704539406019,14.181821996515447,27.642278707825596
MMYT,-0.2153186272146546,1.5142822265625,8.820826604225322
MNST,11.248615111274454,25.036333468382754,2.816656981234399
MQ,29.144382657483597,30.188675850216068,23.214281369923935
MRNA,-45.56908226679843,-16.522024239412325,-4.888057847892928
MRVL,-30.077098056934737,-37.81597485394976,25.29660440106295
MRX,70.34721565351484,36.529998587221606,25.63036209378979
MSFT,6.721593447073633,10.023615117173637,15.814449724333748
MSTR,55.90931307465205,29.003725568523176,35.37003333661911
MTCH,-4.632267067401415,-14.7796076005592,0.5235588849127123
MTSI,-10.597708215340408,1.1323518686444538,24.294065599249063
MU,-13.152545728213353,5.864101114443689,36.48268781583917
NBIS,77.0582345516012,-10.254450019165699,70.13989983889206
NBIX,-7.054235142263576,-0.2645481803946177,23.1636668756596
NCNO,-43.78085931417608,-29.071490665137922,1.0566356788347342
NDAQ,4.313842761527504,2.405109593571688,12.077495277490664
NEXT,17.066290720816358,9.498684357199599,12.313942363872183
NFLX,43.192791918583964,10.817560081580622,22.244642383857695
NMRK,-23.402436456180553,-12.734237667834455,10.830997602991706
NTAP,-18.86169495990881,-15.039652103758513,19.512488278325595
NTNX,17.211945873192306,17.245308703893077,36.4464354341478
NTRA,13.548578097271907,-11.439371048588084,2.5799945502121067
NTRS,3.3699672202970934,-1.9229536281662951,19.296294735726125
NVDA,-11.975275191882007,-0.9135751124586771,17.360666380860124
NWL,-33.05282797381564,-13.57781470295126,21.442890195195545
NWSA,-4.047626088781423,-3.524729266994602,7.382034155329446
NXPI,-8.325644873986871,-2.8868189165174605,24.538252768031967
NXT,34.75336565784047,19.377617552826738,32.801376775115024
ODD,30.953421083551753,46.5529865177166,44.68493794649295
ODFL,-24.01089609506967,-15.469122986367637,10.463539206804647
OKTA,61.628668471345684,26.246692809726742,22.967889005919666
OLLI,15.09091155697601,11.193521112582673,-1.4871184214449436
ON,-34.995031846029484,-8.569717934159362,28.495232538576154
ONB,4.019672972013508,-5.118342644342815,18.033649961221258
OPCH,40.39145955784468,-0.9416231596420842,-0.8793991372602111
OS,-14.347555249708737,14.6048848800284,40.324220284276116
OXLC,0.2055198801673608,0.8797290356427059,11.831749456188396
PAA,5.919858843744189,-7.221870191913279,4.6658312613806
PAGP,6.707028074542028,-7.391907195471495,4.588503081097574
PANW,-1.8906474225550167,-2.404308356764193,12.954468070323289
PARA,9.262916586603788,13.172022757139645,12.160900297137808
PAYO,-30.989826562731164,-26.065412038337517,16.380658591727997
PAYX,3.215150143906001,3.6712776604723105,2.196914455719387
PCAR,-12.932347067356197,-6.643389034597096,7.493019381132163
PCVX,-71.82900557524434,-64.82088517769917,-6.210991328350414
PDD,1.3920714910742364,0.5217496487704946,26.02869644089304
PENN,-21.13225950255714,-25.76940970320885,13.08607341183361
PEP,-19.70111499849416,-8.700523464831726,-11.202727387670357
PFF,-5.5616183222518485,-1.7872847152788116,4.209931022193842
PFG,-2.6998329413855595,-2.936113625649433,11.262422182617762
PODD,17.335817707118704,12.487928880885264,23.090769934828064
PONY,,12.187504768371582,233.64312976050545
PPC,-2.2198361560169464,4.56046501522416,-11.316090824906128
PSNY,-15.44715888407701,-4.587162384811293,0.4830913423070096
PTC,-11.341593584772452,2.635528124282039,16.664401901569665
PTCT,4.765132494398563,-5.191091149980362,2.905939452937909
PTEN,-21.76187408980373,-26.323938538322878,10.78260670537534
PTON,-23.483143430694557,-25.816996553475157,19.473687204517805
PYPL,-12.914107872338294,-5.218298023749655,16.091216290515383
QCOM,-10.507309897856237,-10.648874189749584,8.729070826476251
QDEL,-18.83428955078125,-11.091638601643108,30.168612271760537
QFIN,50.37124975157112,9.106590349401035,21.449211528354475
QQQ,0.593515803232024,-2.2602802015740773,12.70219779523378
QRVO,11.698654634599711,2.038695820377844,33.34464860702378
QXO,-1.9937676637723292,17.38805962713611,8.782845786576527
RARE,-29.706113787055056,-18.489520430281686,1.3745801320243634
REGN,-30.603100724182973,-13.400746755670747,0.54284586544156
RELY,24.20512468386919,-3.313373049840658,18.78371769667861
RGTI,553.3112472465417,-16.042555139419882,11.343116855354618
RIOT,-29.274003724913282,-18.81719943107686,29.243938998584863
RIVN,40.41548320398544,19.150644479066084,23.607649340208773
RKLB,61.58400854085573,-20.96307291672062,14.113961742752398
RMBS,1.5955529026988196,-10.147457676940684,19.961888559324397
RNA,-36.044524015282306,-6.126298358823274,11.036786808603836
ROIV,-9.351303010774753,3.065140434486363,5.593725927092671
ROKU,-3.2782419113380015,-15.782021049857978,20.000002564502363
ROST,4.7189652410614285,7.354570978971692,3.946817502720687
RPRX,27.09479713035489,2.158546568194982,1.6413712117363664
RUM,72.83142698628231,-2.13159910147793,42.51013005492443
RUN,16.324537155637792,48.74999523162842,74.48679353378066
RVMD,-33.90138704390178,-4.880950564429874,9.542087813972481
RYAAY,10.380905965399485,9.222341607340397,12.070125262512295
SAIA,-47.6866927031352,-40.228561241113894,-16.31928853480154
SAIL,,,13.704998283718453
SATS,-23.363033336183396,-31.438473396519797,-13.016706746990033
SBRA,-5.998204027705246,12.267644000279882,0.5096271425001129
SBUX,-9.900730096568713,-22.72510709368104,1.6259204870532766
SEZL,25.901555131943905,77.92480663262576,129.62211568545843
SFM,9.176719176246117,-7.044811595391108,-1.123106634912036
SGRY,-24.472991290528647,-9.546351242120336,7.5515977176229345
SHC,-17.71286733649494,-1.1202432289659443,24.670432333259427
SHY,2.283969921829861,1.5049474250539023,-0.03957710675600297
SIRI,-14.670385319785245,-14.512664532969602,6.487850811216712
SLM,46.55700035576464,14.749566632758452,29.118774982338756
SMCI,58.60521477818672,-1.9909297113193256,17.421499528518606
SMH,-4.8938166460494195,-1.1870737650195553,21.799512333311107
SMMT,14.946290451871475,25.753709729797798,-5.8170631428770605
SMTC,-25.141989504021467,7.8854004620103,46.444447835286454
SNDK,,,25.186291967498097
SNPS,-8.163114026673739,1.1771459492975078,22.211955198362446
SNY,1.6637921973722554,-4.373428565274391,0.6440220740821344
SOFI,9.83858347772837,-3.2498339948143875,32.07024366820171
SOUN,56.38889621069422,-19.39871142696367,38.15951847752851
SRAD,47.09962439301725,7.9592747097405585,1.6115019772959045
SRPT,-70.23271064776388,-67.03396633478349,-33.73604236653116
SRRK,7.977990718400766,-15.568699171772677,8.537847519180952
SSNC,7.172146480973529,-9.31515860603487,2.946506189738454
SSRM,85.08772883792439,14.42516144454141,-2.943879468198909
STLD,-8.098125343147924,2.7727818943394102,14.037893194901315
STNE,22.92035494575914,50.487551811485346,18.112245518582295
STX,2.236742402111921,7.180446499263299,45.13554957783736
SWKS,-17.060270022712963,10.838633673519544,25.779620475962123
SWTX,35.98116780907436,-22.031035471537262,23.384950214431612
SYM,-21.35493324617022,-8.278941246586953,30.818231075709125
TCOM,1.6522840303914514,-2.2011202106511476,16.722463196069658
TEAM,-3.4819170197801514,-27.92589245584798,14.19473506122533
TECH,-31.974839858009112,-23.380917565655086,-1.770080489094424
TEM,-6.588034705317855,-6.7271166433058625,59.77278450162746
TENB,-19.899544179731084,-15.429285432036638,1.3926821561321117
TER,-23.271042381805273,-23.802772663769925,14.947198516513518
TGTX,15.827835996085202,7.993525384619325,-13.121585356806284
TLT,-5.135829209380837,-0.5065184209365778,-1.4900778005997695
TMDX,42.021395490564814,75.64730510171887,40.61493063084306
TMUS,1.5647339676702354,-6.7168340929954535,-9.632964095137126
TPG,-18.993566406482053,-12.353013966520031,18.710687175891046
TRMB,-1.9270495477969218,-2.7834641697966545,19.768024860873204
TROW,-15.345555516200282,-7.828443195766973,8.811019674732567
TSCO,-8.636367391690204,-5.992665883635156,0.2683596113849231
TSLA,4.000375460644704,-0.7250905977821228,32.383593914866424
TTD,-37.55294405433705,-36.071343169757114,60.649671813684655
TTEK,-24.90473421354497,11.414944564384022,15.18737944656919
TTMI,17.879740615682767,16.13405851234239,59.52890123242492
TTWO,27.127606195257272,8.117416378652575,6.203337357679277
TW,7.359973049506703,11.533067806663416,7.7491601213587575
TXN,-13.20113978319066,5.453417955699711,25.715732789286715
TXRH,-2.9809137132676655,13.497737501853333,16.784153009553556
UAL,-5.610791386412912,-20.714150285889918,25.742115092472577
UPST,-33.72839468496817,-39.52911756771077,34.33433817578423
UPWK,9.855616225657657,12.685127500977163,37.470546970072455
URBN,57.29056180011634,5.9842842376067145,23.16795533802638
VCYT,-19.654605718929798,-27.414564906769957,-8.805227061135332
VERX,-27.043664011102315,-24.950534985996423,-1.8628750123619875
VIAV,-9.876543098064982,-22.845531512539072,-5.572143373021683
VKTX,-59.499124925870206,-5.405863236596322,12.881566767760544
VLY,-5.408982230390715,-5.2869613231570645,14.285709208477584
VNOM,-18.53293943908286,-12.436170428379295,15.023972435002294
VOD,0.0537440984703943,5.471481474737956,1.1160756812943915
VRNA,75.14255180888625,7.7671433375217935,16.88288892870093
VRNS,-12.409316279981294,6.27751451034201,10.129623706576343
VRRM,0.4692777324945231,-9.735534306907233,6.033319260804044
VRSN,50.33232505842996,21.302037691200187,11.621232442548084
VRTX,-16.39896114793437,-4.6778489929401506,-12.873361495041932
VTRS,-30.6942222996883,-16.03130051329686,15.203143250504493
WAY,23.687538179394156,-10.605712890625,6.916344047716875
WBA,29.16629876207463,20.063353378620274,4.216315715678825
WBD,0.0,-6.517305596106677,14.463837670846818
WDAY,5.254533413796766,4.691367461225628,16.217609223417337
WDC,-6.852137172956541,-3.6262943603612063,36.82300038828549
WEN,-37.088224860183054,-14.728735117419568,-9.757942025692216
WFRD,-42.83436516266275,-26.047295169972003,14.592205047964823
WING,-15.615963088429712,-5.804897855581697,22.8518054635167
WMG,-15.84564662848342,-20.331680515718908,-6.1795879710317445
WRD,-38.12903127362651,-42.089369191642355,-4.386835414729962
WSC,-22.503890190144904,-17.58283855655262,23.673466273716517
WYNN,15.442868812562088,23.845025360661428,31.61544698198523
XEL,3.0910642370404284,2.1984439084279237,-3.421469932819695
XENE,-34.22222137451172,-25.063290173494362,-11.483248812612686
XP,14.074101819961477,29.39944889344474,34.959951234108786
XRAY,-5.303420441566527,-8.701270854396924,26.911318641401976
ZION,-12.83007556460294,-9.302330416818046,16.363627956590346
ZLAB,-6.531678462390506,2.323923996553543,-9.200506270348027
ZM,2.11146727232284,0.15652889661780364,15.559872778421216
ZS,25.172434142923084,16.036753200829846,22.84396159290004
